respondent_id,lhj_code,region,size,agency,supervisor_status,,pref_formats,pref_notify,pref_barriers,barriers_others,pref_location,other_topics,fam_train,prof_dev_train,pref_train_participated,pref_train_recat,pref_train_other
_217,JMO,Region 1,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Multi-session series of trainings",Email,"Location,Family Responsibilities",NA,"Billings,Bozeman,Glendive,Miles City",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),Billings symposium 2025
_218,QGZ,Region 1,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Meeting one on one with a mentor,Job shadowing",Other (please specify),Location,NA,Glendive,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_219,YOH,Region 1,Frontier,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops)",Email,"Unaware of training events,Location,Family Responsibilities,Topics that do not interest me",NA,"Billings,Glendive,Miles City ,Sidney",NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),ECHO/MIDIS Office Hours
_220,LVI,Region 4,Small,County Health Department,Supervisor,,"Group meetings,Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Toolkit / Resource Manual","Email,Connected Community,Digital Newsletter,Organization / Agency Websites","Location,Time of the year,Logistics of travel",NA,"Bozeman,Butte,Helena,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena),2023 AMPHO Mentorship Program","Summer Institute,Confluence,Confluence,Confluence,2023 AMPHO Mentorship Program",NA
_221,LVI,Region 4,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Toolkit / Resource Manual",Email,"Unaware of training events,Location,Logistics of travel,Costs",NA,"Butte,Helena",NA,I have created an account and taken some of the available trainings.,Yes,"Confluence 2024 (Missoula),Confluence 2025 (Helena)","Confluence,Confluence",NA
_222,ZAP,Region 4,Large,County Health Department,Executive,,"In-person, hands on workshops,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Meeting one on one with a mentor,Blended (combination of online and in-person components),Toolkit / Resource Manual","Email,Digital Newsletter,Other (please specify)","Unaware of training events,Costs",NA,"Bozeman,Butte,Helena,Missoula",Nothing I can think of at the moment.,I have created an account.,Yes,"Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena),UM Public Health Certificate Program ,2023 AMPHO Mentorship Program","Confluence,Confluence,Confluence,UM Public Health Certificate Program ,2023 AMPHO Mentorship Program",NA
_223,LVI,Region 4,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Online learning (live workshops),Online learning (self-paced workshops),Job shadowing",Email,"Location,Time of the year,Costs",NA,Butte,NA,I have created an account and taken some of the available trainings.,Yes,"Montana Public Health 101,Other (please specify)","Montana Public Health 101,Other (please specify)","2025 Syndemic Symposium, WIC trainings"
_224,IWH,Region 5,Small,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Toolkit / Resource Manual","Email,Digital Newsletter","Unaware of training events,Location,Time of the year,Logistics of travel,Family Responsibilities,Topics that do not interest me,Costs",NA,Missoula,NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"2023 MT Public Health Summer Institute (Missoula),Confluence 2023 (Billings),Confluence 2024 (Missoula),Montana Public Health 101,Virtual MT PHTC Trainings,2024 MPHA Public Health Nurse Mentorship Program","Summer Institute,Confluence,Confluence,Montana Public Health 101,Virtual MT PHTC Trainings,2024 MPHA Public Health Nurse Mentorship Program",NA
_225,DDI,Region 1,Medium,County Health Department,Non-supervisor,,"Lectures,Online learning (live workshops)",Email,"Location,Time of the year,Family Responsibilities",NA,"Billings,Glasgow,Glendive,Havre,Miles City ,Sidney",NA,I have created an account and taken some of the available trainings.,Yes,Montana Public Health 101,Montana Public Health 101,NA
_226,ZAP,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops",Email,Unaware of training events,NA,Butte,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_227,IWH,Region 5,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Retreats (1 or 2-day sessions),Toolkit / Resource Manual,Job shadowing",Email,"Location,Family Responsibilities,Costs",NA,Missoula,NA,I have created an account and taken some of the available trainings.,Yes,"Confluence 2023 (Billings),Confluence 2025 (Helena),Montana Public Health 101","Confluence,Confluence,Montana Public Health 101",NA
_228,IWH,Region 5,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)",Email,"Unaware of training events,Family Responsibilities",NA,Missoula,NA,I have heard of it but not created an account.,No,NA,NA,NA
_229,HPF,Region 4,Large,County Health Department,Non-supervisor,,"Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components)",Digital Newsletter,"Unaware of training events,Other (please specify)",not really a department priority for my position,"Billings,Bozeman,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),AFDO Program improvement training
_230,IWH,Region 5,Small,County Health Department,Non-supervisor,,Online learning (self-paced workshops),Email,"Location,Time of the year,Family Responsibilities",NA,Missoula,NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),Community Health Worker
_231,IWH,Region 5,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Toolkit / Resource Manual","Email,Digital Newsletter","Time of the year,Family Responsibilities",NA,"Helena,Kalispell ,Missoula",NA,I have heard of it but not created an account.,Yes,"Montana Public Health 101,Other (please specify)","Montana Public Health 101,Other (please specify)",Trainings specific to my work in early childhood/family support.
_232,IWH,Region 5,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Toolkit / Resource Manual,Job shadowing","Email,Digital Newsletter","Location,Time of the year,Logistics of travel,Family Responsibilities,Costs",NA,"Great Falls,Helena,Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Virtual MT PHTC Trainings,Other (please specify)","Virtual MT PHTC Trainings,Other (please specify)","BLC, DPHHS CD Trainings, DPHHS IZ trainings, WIC Traning"
_233,IWH,Region 5,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Lectures,Meeting one on one with a mentor",Email,"Location,Time of the year,Logistics of travel,Other (please specify)",Time in schedule with other duties,"Bozeman,Helena,Kalispell ,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,Montana Public Health 101,Montana Public Health 101,NA
_234,LVI,Region 4,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions)",Email,"Unaware of training events,Family Responsibilities",NA,Butte,NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),Breastfeeding Collaborative 2025
_235,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Job shadowing","Email,Digital Newsletter,Organization / Agency Websites","Location,Family Responsibilities,Topics that do not interest me",NA,"Bozeman,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"2023 NEHA Annual Educational Conference,Other (please specify)","NEHA Annual Educational Conference,Other (please specify)",NOWRA 2024
_236,DDI,Region 1,Medium,County Health Department,Executive,,"In-person, hands on workshops",Email,Costs,NA,Glasgow,none,I have heard of it but not created an account.,No,NA,NA,NA
_237,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Toolkit / Resource Manual,Job shadowing","Email,Connected Community,Digital Newsletter,Social media,Organization / Agency Websites","Unaware of training events,Can't leave department / no back up,Not allowed work time to participate",NA,"Billings,Great Falls,Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_238,ZAP,Region 4,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops)","Email,Connected Community,Digital Newsletter","Unaware of training events,Costs",NA,"Bozeman,Butte,Helena",NA,I have created an account.,Yes,Montana Public Health 101,Montana Public Health 101,NA
_239,ZAP,Region 4,Large,County Health Department,Non-supervisor,,"Group meetings,Online learning (self-paced workshops)",Email,Unaware of training events,NA,"Bozeman,Butte,Helena,Missoula",NA,I have heard of it but not created an account.,No,NA,NA,NA
_240,OXR,Region 2,Small,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Online learning (self-paced workshops),Blended (combination of online and in-person components),Toolkit / Resource Manual","Email,Connected Community,Organization / Agency Websites","Location,Time of the year,Logistics of travel,Family Responsibilities,Topics that do not interest me,Costs",NA,"Great Falls,Havre",NA,I have created an account and taken some of the available trainings.,Yes,"Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena),Virtual MT PHTC Trainings","Confluence,Confluence,Confluence,Virtual MT PHTC Trainings",NA
_241,OXR,Region 2,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)",Email,Costs,NA,"Great Falls,Havre",NA,I have heard of it but not created an account.,Yes,"Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena),2024 MPHA Public Health Nurse Mentorship Program,APHA 2023 Annual Meeting","Confluence,Confluence,Confluence,2024 MPHA Public Health Nurse Mentorship Program,APHA Annual Meeting",NA
_242,OXR,Region 2,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Retreats (1 or 2-day sessions)",Email,Costs,NA,"Great Falls,Havre,Missoula",NA,I have heard of it but not created an account.,Yes,Confluence 2025 (Helena),Confluence,NA
_243,IAB,Region 4,Small,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Retreats (1 or 2-day sessions),Job shadowing","Email,Connected Community,Digital Newsletter,Social media","Unaware of training events,Location,Logistics of travel,Topics that do not interest me,Costs",NA,"Bozeman,Butte,Helena,Missoula",NA,I have created an account.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena),Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena),2024 NALBOH Annual Conference,Other (please specify)","Summer Institute,Summer Institute,Confluence,Confluence,Confluence,2024 NALBOH Annual Conference,Other (please specify)",2025 NACCHO 360/ 2025 Preparedness Summit
_244,GMU,Region 1,Frontier,County Health Department,Non-supervisor,,"In-person, hands on workshops",Email,Family Responsibilities,NA,Glendive,NA,I have heard of it but not created an account.,No,NA,NA,NA
_245,IWH,Region 5,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,"Unaware of training events,Logistics of travel",NA,"Helena,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),Stepping On Training
_246,IWH,Region 5,Small,County Health Department,Supervisor,,"In-person, hands on workshops,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,"Location,Time of the year,Family Responsibilities,Costs",NA,"Helena,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),Confluence 2023 (Billings),Confluence 2025 (Helena),Montana Public Health 101,Other (please specify)","Summer Institute,Confluence,Confluence,Montana Public Health 101,Other (please specify)",2023 NALBOH Conference
_247,JSO,Region 3,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops)",Organization / Agency Websites,Costs,NA,"Billings,Bozeman",NA,I have heard of it but not created an account.,No,NA,NA,NA
_248,JSO,Region 3,Large,County Health Department,Supervisor,,"Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions)",Email,"Location,Time of the year,Family Responsibilities,Costs",NA,Billings,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_249,JSO,Region 3,Large,County Health Department,Supervisor,,NA,Email,"Can't leave department / no back up,Costs",NA,Billings,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_250,JSO,Region 3,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Job shadowing",Email,"Unaware of training events,Location,Not allowed work time to participate,Costs",NA,Billings,How to use AI to improve job performance and health outcomes.,I have created an account and taken some of the available trainings.,Yes,"Confluence 2023 (Billings),2023 Rocky Mountain Tribal Leader Public Health Conference (Billings)","Confluence,Rocky Mountain Tribal Leader Public Health Conference",NA
_251,JSO,Region 3,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings",Email,"Logistics of travel,Can't leave department / no back up,Not allowed work time to participate,Costs",NA,Billings,"Predominant disease-specific information.  IE: syphilis training regarding pathology, epidemiology, MIDIS, etc.",I have created an account and taken some of the available trainings.,Yes,"UM Public Health Certificate Program ,Other (please specify)","UM Public Health Certificate Program ,Other (please specify)",2024 MT Immunization conference Billings
_252,JSO,Region 3,Large,County Health Department,Non-supervisor,,"Online learning (live workshops),Online learning (self-paced workshops)",Email,Unaware of training events,NA,"Billings,Bozeman,Miles City",NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_253,JSO,Region 3,Large,County Health Department,Supervisor,,"Colleagues observing me & providing feedback,Retreats (1 or 2-day sessions),Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,Costs,NA,"Billings,Bozeman",NA,I have created an account.,Yes,"UM Public Health Certificate Program ,Other (please specify)","UM Public Health Certificate Program ,Other (please specify)","Syndemic Symposium, UM HCV and DIS ECHO programs, Public Health in the 406"
_254,JSO,Region 3,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Blended (combination of online and in-person components),Job shadowing","Email,Organization / Agency Websites","Unaware of training events,Location,Costs",NA,Billings,NA,I have heard of it but not created an account.,Yes,Montana Public Health 101,Montana Public Health 101,NA
_255,JSO,Region 3,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)",Email,"Family Responsibilities,Topics that do not interest me,Can't leave department / no back up",NA,"Billings,Bozeman",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_256,JSO,Region 3,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions)","Email,Organization / Agency Websites","Unaware of training events,Can't leave department / no back up,Costs",NA,"Billings,Bozeman",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Montana Public Health 101,Montana Public Health 101,NA
_257,JSO,Region 3,Large,County Health Department,Non-supervisor,,"Group meetings,Online learning (self-paced workshops),Retreats (1 or 2-day sessions)",Email,Other (please specify),Started this position 2 months ago,Billings,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_258,ZAP,Region 4,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual","Email,Connected Community,Digital Newsletter,Social media,Organization / Agency Websites","Unaware of training events,Family Responsibilities,Costs",NA,"Bozeman,Butte,Helena,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,Virtual MT PHTC Trainings,Virtual MT PHTC Trainings,NA
_259,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops)",Email,Other (please specify),time,"Bozeman,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_260,JSO,Region 3,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,"Unaware of training events,Costs",NA,"Billings,Bozeman",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Confluence 2025 (Helena),Montana Public Health 101","Confluence,Montana Public Health 101",NA
_261,JSO,Region 3,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Meeting one on one with a mentor,Job shadowing",Email,"Location,Costs",NA,"Billings,Bozeman,Miles City",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),Child abuse
_262,JSO,Region 3,Large,County Health Department,Non-supervisor,,"Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings",Email,"Unaware of training events,Location,Time of the year,Logistics of travel,Family Responsibilities",NA,"Billings,Bozeman,Miles City",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),Perinatal Mental Health
_263,WGN,Region 3,Small,Tribal Health Department,Executive,,"In-person, hands on workshops",Email,"Unaware of training events,Time of the year,Costs",NA,"Billings,Missoula",cross training,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_264,JSO,Region 3,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,"Unaware of training events,Can't leave department / no back up,Costs",NA,Billings,NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),"Children's Justice Conference (2023, 2024, 2025)"
_265,JSO,Region 3,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components)",Email,"Logistics of travel,Other (please specify)",Heavy caseload,"Billings,Miles City","Domestic Violence, Substance Abuse, Mental Health",I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),"HOPE training, FAN Training"
_266,JSO,Region 3,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Meeting one on one with a mentor,Blended (combination of online and in-person components),Toolkit / Resource Manual","Email,Digital Newsletter,Social media","Unaware of training events,Logistics of travel,Not allowed work time to participate,Costs",NA,Billings,NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Confluence 2023 (Billings),Confluence 2024 (Missoula),Virtual MT PHTC Trainings","Confluence,Confluence,Virtual MT PHTC Trainings",NA
_267,ZKQ,Region 2,Medium,County Health Department,Executive,,"In-person, hands on workshops,Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual,Job shadowing",Email,Other (please specify),topics do not pertain to me,"Great Falls,Havre",NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_268,JSO,Region 3,Large,County Health Department,Non-supervisor,,Online learning (self-paced workshops),Email,Can't leave department / no back up,NA,Billings,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_269,ZKQ,Region 2,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Group meetings,Lectures,Retreats (1 or 2-day sessions),Multi-session series of trainings,Meeting one on one with a mentor,Job shadowing",Email,Unaware of training events,NA,"Great Falls,Havre",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_270,YNM,Region 3,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components)","Email,Connected Community,Digital Newsletter","Unaware of training events,Costs",NA,"Billings,Bozeman,Butte,Great Falls,Helena,Miles City ,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,"Confluence 2024 (Missoula),Montana Public Health 101","Confluence,Montana Public Health 101",NA
_271,SMA,Region 1,Medium,County Health Department,Non-supervisor,,"Group meetings,Online learning (live workshops),Online learning (self-paced workshops)",Email,Unaware of training events,NA,"Billings,Glendive,Miles City",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_272,VUP,Region 4,Small,County Health Department,Supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Multi-session series of trainings,Meeting one on one with a mentor,Blended (combination of online and in-person components),Toolkit / Resource Manual,Job shadowing","Email,Digital Newsletter",Unaware of training events,NA,"Bozeman,Butte,Helena",NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_273,EUP,Region 2,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Retreats (1 or 2-day sessions),Meeting one on one with a mentor",Email,"Family Responsibilities,Costs",NA,"Great Falls,Helena",NA,I have created an account and taken some of the available trainings.,Yes,2023 AMPHO Mentorship Program,2023 AMPHO Mentorship Program,NA
_274,LVI,Region 4,Small,County Health Department,Non-supervisor,,"Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings,Toolkit / Resource Manual","Email,Digital Newsletter","Unaware of training events,Location,Logistics of travel",NA,"Butte,Helena",NA,I have created an account and taken some of the available trainings.,Yes,"2024 MT Public Health Summer Institute (Helena),Other (please specify)","Summer Institute,Other (please specify)","Immunization conference, New TES training"
_275,ZKQ,Region 2,Medium,County Health Department,Supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Job shadowing",Email,"Location,Time of the year,Logistics of travel,Family Responsibilities,Can't leave department / no back up,Costs",NA,"Great Falls,Havre",NA,I have created an account.,Yes,Other (please specify),Other (please specify),"Breastfeeding Learning Collaborative, Great Beginnings, Great Families"
_276,SMA,Region 1,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Toolkit / Resource Manual",Email,"Location,Time of the year,Logistics of travel,Family Responsibilities,Costs",NA,"Billings,Glendive,Miles City",NA,I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena),Virtual MT PHTC Trainings","Summer Institute,Summer Institute,Virtual MT PHTC Trainings",NA
_277,VUP,Region 4,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops)",Email,Other (please specify),I'm not sure what training is necessary for me to do my job,Helena,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_278,SMA,Region 1,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Multi-session series of trainings,Blended (combination of online and in-person components)",Email,"Location,Logistics of travel,Family Responsibilities,Costs",NA,"Billings,Glendive,Miles City",NA,I have created an account and taken some of the available trainings.,Yes,Montana Public Health 101,Montana Public Health 101,NA
_279,HVJ,Region 3,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops)",Email,Costs,NA,"Billings,Great Falls",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_280,EUP,Region 2,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Online learning (live workshops),Online learning (self-paced workshops),Meeting one on one with a mentor,Job shadowing",Email,Other (please specify),Newly hired,"Great Falls,Helena",NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_281,RZY,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Group meetings,Retreats (1 or 2-day sessions),Meeting one on one with a mentor","Email,Connected Community","Unaware of training events,Can't leave department / no back up,Costs",NA,Kalispell,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_282,INE,Region 5,Medium,County Health Department,Executive,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Toolkit / Resource Manual",Email,"Unaware of training events,Costs",NA,"Kalispell ,Missoula",NA,I have created an account.,Yes,"Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena),2023 NEHA Annual Educational Conference,2024 NALBOH Annual Conference","Confluence,Confluence,Confluence,NEHA Annual Educational Conference,2024 NALBOH Annual Conference",NA
_283,EUP,Region 2,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Online learning (self-paced workshops),Multi-session series of trainings",Email,"Location,Time of the year,Topics that do not interest me",NA,"Bozeman,Butte,Great Falls,Helena,Missoula",NA,I have heard of it but not created an account.,Yes,"Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena)","Confluence,Confluence,Confluence",NA
_284,EUP,Region 2,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Meeting one on one with a mentor","Email,Organization / Agency Websites",Other (please specify),None,"Great Falls,Helena",NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),Boston University School of Public Health Online Conferences
_285,INE,Region 5,Medium,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (live workshops)",Email,"Location,Can't leave department / no back up,Costs",NA,"Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),SWANA - Landfill Specific training
_286,EUP,Region 2,Large,County Health Department,Executive,,Retreats (1 or 2-day sessions),Email,Unaware of training events,NA,"Butte,Great Falls,Havre,Helena",NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_287,JSO,Region 3,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)",Email,Unaware of training events,NA,Billings,NA,I have heard of it but not created an account.,No,NA,NA,NA
_288,HVJ,Region 3,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings","Email,Organization / Agency Websites",Topics that do not interest me,NA,"Billings,Bozeman,Great Falls,Miles City",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),NONE of these
_289,JSO,Region 3,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Toolkit / Resource Manual","Email,Connected Community","Unaware of training events,Logistics of travel,Family Responsibilities,Costs",NA,"Billings,Bozeman",NA,I have heard of it but not created an account.,Yes,Other (please specify),Other (please specify),2024 syndemic symposium and 2025 syndemic symposium
_290,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Retreats (1 or 2-day sessions),Multi-session series of trainings,Job shadowing","Email,Connected Community","Time of the year,Logistics of travel",NA,"Billings,Bozeman,Butte,Missoula",NA,I have created an account.,Yes,Confluence 2024 (Missoula),Confluence,NA
_291,KNN,Region 1,Frontier,County Health Department,Non-supervisor,,"In-person, hands on workshops",Email,Location,NA,Glendive,NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),Montana State Fund Trainings
