"","lhj_code","region","size","agency","supervisor_status","current_yrs","agency_yrs","ph_practice_yrs","ph_mangmt_yrs","f_love_job","f_treated_fairly","f_work_life_balance","f_paid_fairly","f_happy_input","f_manage_demands","f_psych_safe","f_voice_concerns","s_job","s_org","s_work_unit","s_supervisor","s_pay","s_benefits","s_treated_fair_age","s_treated_fair_race","s_treated_fair_gender","s_treated_fair_sex_orient","s_treated_fair_diability","s_sup_interpersonal_skills","s_belonging_work_unit","s_belonging_agency","comments","mental_emotional_health","s_comfort_using_PTO","s_able_complete_40hr","have_to_do_more","s_agency_mh_policy_support","burnout","well_participate","well_org","well_org_other","well_interest","well_interest_type","well_interest_type_other","considering_leaving","leaving_plans","leaving_plans_other","leaving_org_reasons","leaving_orgs_reasons_other","why_staying","why_staying_other","Retirement_year","gender","gender_other","race","Race_other","age","Degrees","assoc_degree_other","bach_degree_other","master_degree_other","publichealth_phd_other","phd_other","degree_pursuing","pursuing_degree_asso_other","pursuing_degree_bach_other","pursuing_degree_master_other","pursuing_degree_phPhd_other","pursuing_degree_phd_other","degree_concentration_other","primary_concentration_degree","primary_concentration_degree_other","current_credentials","current_credentials_list","credentials_interest","credentials_interest_list","credentials_interest_list_other","highest_degree","sup_status","sup_status_recat","retire_recat","leave_or_retire","burnout_recat","s_job_recat","s_org_recat","s_work_unit_recat","s_supervisor_recat","s_pay_recat","s_benefits_recat","s_treated_fair_age_recat","s_treated_fair_race_recat","s_treated_fair_gender_recat","s_treated_fair_sex_orient_recat","s_treated_fair_diability_recat","s_sup_interpersonal_skills_recat","s_belonging_work_unit_recat","s_belonging_agency_recat","s_comfort_using_PTO_recat","s_able_complete_40hr_recat","s_agency_mh_policy_support_recat","f_love_job_recat","f_treated_fairly_recat","f_work_life_balance_recat","f_paid_fairly_recat","f_happy_input_recat","f_manage_demands_recat","f_psych_safe_recat","f_voice_concerns_recat","region_color_cat","degree_recat","age_group","age_group_lg","max_yrs","max_yrs_cat","satisfied_job","leave_retire2"
"361","PLV","Region 2","Frontier","Tribal Health Department","Executive: member of senior executive service or equivalent",0,0,15,13,"Almost Always","Always","Almost Always","Always","Always","Almost Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Agree","Agree","Disagree","Strongly Agree","I have no symptoms of burnout","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,exciting and challenging work,job satisfaction,job stability,organizational climate / culture,pride in the organization and its mission,satisfaction with your agency's leadership,satisfaction with your supervisor",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,55,"High school or equivalent,BS/BA,Other master's degree (please specify)",NA,NA,"Management w/Healthcare Admin.",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"No",NA,NA,"Masters or higher","Executive","Supervisor/Executive","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","Bachelors or higher","55-64","55+",15,"10+","satisfied with job","staying"
"362","CYQ","Region 5","Small","Tribal Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,2,0,NA,"Usually","Almost Always","Always","Usually","Usually","Almost Always","Always","Almost Always","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree",NA,"Very Good","Agree","Strongly Agree","Disagree","Disagree","I have no symptoms of burnout","No",NA,NA,"Yes","Art therapy",NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,job stability,organizational climate / culture",NA,"I am not planning to retire before 2030","Woman",NA,"American Indian or Alaska Native,Hispanic or Latino",NA,57,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","55-64","55+",2,"0-4","satisfied with job","staying"
"363","HPF","Region 4","Large","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",13,14,14,13,"Almost Always","Almost Always","Usually","Usually","Almost Always","Usually","Almost Always","Almost Always","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Agree",NA,"Very Good","Strongly Agree","Agree","Agree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Other (please specify)","professional development opportunity","Yes","Wellness coaching,Virtual training,In-person training",NA,"No",NA,NA,NA,NA,"benefits,exciting and challenging work,flexible work schedule,job satisfaction,job stability,organizational climate / culture,pay,remote work policies,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,48,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"No",NA,NA,"Bachelors","Supervisor","Supervisor/Executive","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","45-54","35-54",14,"10+","satisfied with job","staying"
"364","QLZ","Region 1","Frontier","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,4,NA,"Almost Always","Almost Always","Always","Always","Almost Always","Almost Always","Always","Almost Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree",NA,"Very Good","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"Yes","Wellness coaching,Virtual training,Guided meditation",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,exciting and challenging work,flexible work schedule,job satisfaction,job stability,pay,pride in the organization and its mission,remote work policies,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,42,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"Yes","Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH)",NA,"Associates","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","less than Bachelors","35-44","35-54",4,"0-4","satisfied with job","staying"
"365","STW","Region 5","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",3,4,3,NA,"Almost Always","Always","Almost Always","Almost Always","Almost Always","Almost Always","Almost Always","Almost Always","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree","The team I am in work very closely together and I believe we have each others back.  It was not that way before.  So Thankful!!!!","Very Good","Agree","Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,job satisfaction,job stability,satisfaction with your supervisor,support from coworkers",NA,"2028","Woman",NA,"White",NA,62,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","before 2030","retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","55-64","55+",4,"0-4","satisfied with job","leaving OR retiring"
"366","QLZ","Region 1","Frontier","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",16,16,16,NA,"Almost Always","Always","Usually","Always","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","We have a great team here, we just need to have some cross training done.","Good","Strongly Agree","Strongly Agree","Agree","Agree","I have one or more symptoms of burnout that won't go away","Yes","Insurance provider,Workplace,Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching,Sound therapy,Guided meditation",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,flexible work schedule,job satisfaction,job stability,pay,pride in the organization and its mission,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,54,"Other associate degree (please specify)","arts and science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"No",NA,NA,"Associates","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","less than Bachelors","45-54","35-54",16,"10+","satisfied with job","staying"
"367","CKZ","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",14,14,14,NA,"Usually","Always","Always","Always","Always","Always","Always","Always","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree",NA,"Very Good","Strongly Agree","Strongly Agree","Agree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"Yes","Retire",NA,"retirement",NA,NA,NA,"2026","Woman",NA,"White",NA,66,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","before 2030","retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","65-74","55+",14,"10+","satisfied with job","leaving OR retiring"
"368","CKZ","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,0,NA,"Always","Always","Usually","Usually","Almost Always","Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","I have only been here for a month, but everyone has been so helpful and kind.","Fair","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","I have no symptoms of burnout","No",NA,NA,"Yes","Art therapy,Guided meditation",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,job satisfaction,job stability,lack of stress,opportunities for advancement,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,40,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified in Public Health (CPH),Registered Dietitian (RD)",NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","35-44","35-54",0,"0-4","satisfied with job","staying"
"369","CKZ","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,13,1,NA,"Always","Always","Almost Always","Almost Always","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","I believe we have a very professional, highly functional team.  Everyone is an important part of the team and is givin appropriate consideration.  Toigether we strive to provide the highest quality of service to our community.","Excellent","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","I have no symptoms of burnout","Yes","Insurance provider,Workplace",NA,"Yes","Other (please specify)","I appreciate the Annual Preventative Exam offerings and the opportunity to join a fitness organization at a discounted rate thru the employer","No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,job satisfaction,job stability,opportunities for advancement,pride in the organization and its mission,satisfaction with your supervisor,support from coworkers,other","I am greatful to be part of a positive force doing important work in our community.","I am not planning to retire before 2030","Woman",NA,"White",NA,55,"Other associate degree (please specify)","Medical Assistant/Phlebotomist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Laboratory Certification,Other Certification (please specify)","Medical Assistant/Phelebotomist","Yes","Certified Community Health Worker,Certified in Public Health (CPH)",NA,"Associates","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","55-64","55+",13,"10+","satisfied with job","staying"
"370","OUG","Region 3","Medium","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",4,4,4,4,"Usually","Usually","Sometimes","Sometimes","Sometimes","Sometimes","Usually","Usually","Agree","Agree","Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree",NA,"Good","Disagree","Disagree","Agree","Disagree","I have one or more symptoms of burnout that come and go away","Yes","Workplace",NA,"No",NA,NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,exciting and challenging work,job stability,pride in the organization and its mission",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,36,"High school or equivalent,Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certified Community Health Worker,Nurse certification (RN, LPN, NP, BSN)",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Certified in Public Health (CPH),Infection Control Certification (CIC)",NA,"Associates","Supervisor","Supervisor/Executive","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Usually/Always","Usually/Always","Sometimes","Sometimes","Sometimes","Sometimes","Usually/Always","Usually/Always","Region 3","less than Bachelors","35-44","35-54",4,"0-4","satisfied with job","staying"
"371","MVU","Region 2","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,6,NA,"Usually","Almost Always","Almost Always","Usually","Almost Always","Almost Always","Almost Always","Almost Always","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree",NA,"Good","Strongly Agree","Strongly Agree","Agree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Other (please specify)","Hill County Health Dept","Yes","Art therapy",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,exciting and challenging work,flexible work schedule,job satisfaction,remote work policies",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,32,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"No",NA,NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","Bachelors or higher","18-34","18-34",6,"5-9","satisfied with job","staying"
"372","MVU","Region 2","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",17,17,17,NA,"Almost Always","Always","Always","Almost Always","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Excellent","Strongly Agree","Strongly Agree","Agree","Strongly Agree","I have no symptoms of burnout","Yes","Montana Public Health Training Center - Wellness Program",NA,"Yes","Sound therapy,Art therapy,Guided meditation",NA,"No",NA,NA,NA,NA,"exciting and challenging work,flexible work schedule,job satisfaction,lack of stress,mentorship opportunities,organizational climate / culture,pride in the organization and its mission,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"2029","Prefer not to answer",NA,"White",NA,69,"MSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"Yes","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,"Masters or higher","Non-supervisor","Non-supervisor","before 2030","retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","Bachelors or higher","65-74","55+",17,"10+","satisfied with job","leaving OR retiring"
"373","MVU","Region 2","Small","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",0,5,5,0,"Usually","Almost Always","Usually","Usually","Almost Always","Usually","Almost Always","Almost Always","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,"Good","Agree","Agree","Agree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,exciting and challenging work,flexible work schedule,job satisfaction,job stability,lack of stress,organizational climate / culture,pay,pride in the organization and its mission,remote work policies,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,50,"Other associate degree (please specify),BS/BA,Other master's degree (please specify)","Graphic Design and Web Design",NA,"Public Health Certificate",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Certified in Public Health (CPH),Other Certification (please specify)","NREMT","No",NA,NA,"Masters or higher","Supervisor","Supervisor/Executive","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","Bachelors or higher","45-54","35-54",5,"5-9","satisfied with job","staying"
"374","IWH","Region 5","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",3,3,3,NA,"Almost Always","Always","Always","Always","Almost Always","Almost Always","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","This is the most cohesive, professional group of individuals with whom I have worked in my 26+ year nursing career.","Good","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","I have no symptoms of burnout","Yes","Workplace",NA,"Yes","Sound therapy,Virtual training,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"flexible work schedule,job satisfaction,lack of stress,organizational climate / culture,pride in the organization and its mission,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"2027","Woman",NA,"White",NA,65,"High school or equivalent,Other associate degree (please specify),BS/BA,Other bachelor's degree (please specify)","Diploma RN program","Sociology",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"No",NA,NA,"Bachelors","Non-supervisor","Non-supervisor","before 2030","retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","65-74","55+",3,"0-4","satisfied with job","leaving OR retiring"
"375","KNA","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",3,3,3,NA,"Usually","Usually","Sometimes","Rarely","Sometimes","Sometimes","Usually","Usually","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree",NA,"Fair","Agree","Disagree","Disagree","Disagree","I have one or more symptoms of burnout that won't go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,job stability,pride in the organization and its mission,remote work policies,satisfaction with your agency's leadership,support from coworkers,unsatisfactory opportunities outside of the agency",NA,"I am not planning to retire before 2030","Man",NA,"White",NA,34,"High school or equivalent,BS/BA,MPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Other Certification (please specify)","Natural Resource Conflict Resolution","No",NA,NA,"Masters or higher","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Usually/Always","Usually/Always","Sometimes","Rarely/Never","Sometimes","Sometimes","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","18-34","18-34",3,"0-4","satisfied with job","staying"
"376","KNN","Region 1","Frontier","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",3,5,5,NA,"Almost Always","Almost Always","Almost Always","Almost Always","Almost Always","Almost Always","Always","Almost Always","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Strongly Agree","Strongly Agree","Agree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Workplace,Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching",NA,"No",NA,NA,NA,NA,"job satisfaction,job stability",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,42,"BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"No",NA,NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","Bachelors or higher","35-44","35-54",5,"5-9","satisfied with job","staying"
"377","KNA","Region 5","Large","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",1,1,1,1,"Sometimes","Never","Rarely","Usually","Almost Always","Rarely","Almost Always","Almost Always","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","This supervisor position that was create is incredibly difficult to balance as both supervisor and part of the inspection team. The primary difficulty comes from our staffing shortage and the fact we have not had a full inspection team since before the pandemic.","Fair","Disagree","Strongly Disagree","Agree","Agree","I have one or more symptoms of burnout that won't go away","No",NA,NA,"Yes","Wellness coaching,Sound therapy,Art therapy,In-person training,Guided meditation,Other (please specify)","therapy dogs","No",NA,NA,NA,NA,"benefits,job stability,pay,pride in the organization and its mission,satisfaction with your supervisor,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,35,"High school or equivalent,Other associate degree (please specify),BS/BA,MA/MS","General Associate Degree (AA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS),Other Certification (please specify)","CFPM, CPO","Yes","Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Certified in Public Health (CPH),Infection Control Certification (CIC),Laboratory Certification",NA,"Masters or higher","Supervisor","Supervisor/Executive","after 2030","not leaving or retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Sometimes","Rarely/Never","Rarely/Never","Usually/Always","Usually/Always","Rarely/Never","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","35-44","35-54",1,"0-4","satisfied with job","staying"
