lhj_code,region,size,agency,supervisor_status,current_yrs,agency_yrs,ph_practice_yrs,ph_mangmt_yrs,f_love_job,f_treated_fairly,f_work_life_balance,f_paid_fairly,f_happy_input,f_manage_demands,f_psych_safe,f_voice_concerns,s_job,s_org,s_work_unit,s_supervisor,s_pay,s_benefits,s_treated_fair_age,s_treated_fair_race,s_treated_fair_gender,s_treated_fair_sex_orient,s_treated_fair_diability,s_sup_interpersonal_skills,s_belonging_work_unit,s_belonging_agency,comments,mental_emotional_health,s_comfort_using_PTO,s_able_complete_40hr,have_to_do_more,s_agency_mh_policy_support,burnout,considering_leaving,leaving_plans,leaving_plans_other,leaving_org_reasons,leaving_orgs_reasons_other,why_staying,why_staying_other,Retirement_year,gender,gender_other,race,Race_other,age,Degrees,assoc_degree_other,bach_degree_other,master_degree_other,publichealth_phd_other,phd_other,degree_pursuing,pursuing_degree_asso_other,pursuing_degree_bach_other,pursuing_degree_master_other,pursuing_degree_phPhd_other,pursuing_degree_phd_other,degree_concentration_other,primary_concentration_degree,primary_concentration_degree_other,current_credentials,current_credentials_list,credentials_interest,credentials_interest_list,credentials_interest_list_other
IWH,Region 5,Small,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",5,9,11,5,Almost Always,Usually,Sometimes,Almost Always,Almost Always,Usually,Almost Always,Always,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Fair,Agree,Agree,Agree,Strongly Agree,I have one or more symptoms of burnout that won't go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Organizational climate / culture,Pride in the organization and its mission,Remote work policies,Satisfaction with your supervisor,Support from coworkers,Unsatisfactory opportunities outside of the agency",NA,I am not planning to retire before 2030,Woman,NA,White,NA,43,"High school or equivalent,BS/BA,MA/MS,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Community / Population Health,Health Education,Social and Behavioral Science",NA,"Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH)",NA,Yes,"Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Infection Control Certification (CIC)",NA
JSO,Region 3,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",2,18,18,14,Almost Always,Almost Always,Almost Always,Always,Almost Always,Always,Always,Always,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Excellent,Strongly Agree,Strongly Agree,Strongly Agree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Job stability,Pay",NA,I am not planning to retire before 2030,Woman,NA,White,NA,50,PharmD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other Certification (please specify),Pharmacist Board Certified,No,NA,NA
JSO,Region 3,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",6,8,8,6,Almost Always,Almost Always,Almost Always,Usually,Almost Always,Almost Always,Usually,Almost Always,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Good,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job satisfaction",NA,I am not planning to retire before 2030,Woman,NA,White,NA,44,BSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified in Public Health (CPH),Nurse certification (RN, LPN, NP, BSN)",NA,Yes,Other Certification (please specify),"Certified Case Manager, IBCLC"
JSO,Region 3,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",1,3,3,1,Sometimes,Sometimes,Sometimes,Usually,Rarely,Rarely,Usually,Sometimes,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,NA,Fair,Agree,Disagree,Agree,Agree,"I am completely burnt out, my symptoms won't go away",Yes,Take another governmental job in public health,NA,"Job instability (e.g., loss of funding, reduction in force (RIF), layoffs),Reasons unrelated to my job (e.g., family obligations, health reasons, lack of affordable child-care options, moving, etc.),Stress,Work overload / burnout",NA,NA,NA,I am not planning to retire before 2030,Woman,NA,White,NA,45,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,No,NA,NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,5,5,NA,Always,Always,Always,Always,Always,Always,Always,Always,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,My job is amazing because my supervisor is amazing!,Very Good,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Job satisfaction,Lack of stress,Pay,Remote work policies,Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,63,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,Yes,"Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Infection Control Certification (CIC)",NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,2,NA,Almost Always,Always,Usually,Almost Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Good,Strongly Agree,Strongly Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Job satisfaction,Job stability,Organizational climate / culture,Pay,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,57,"BSN,MSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,Certified in Public Health (CPH),NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",3,4,4,NA,Usually,Sometimes,Usually,Rarely,Usually,Usually,Sometimes,Usually,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,NA,Good,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Job satisfaction,Satisfaction with your supervisor",NA,I am not planning to retire before 2030,Woman,NA,White,NA,36,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,No,NA,NA
JSO,Region 3,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",2,5,5,2,Usually,Usually,Rarely,Usually,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,"It does not seem like leadership really knows or cares about what is being done at the level of ""boots on the ground"" and as a result they try to make things happen according to their own understanding instead of trying to understand.",Fair,Disagree,Disagree,Agree,Disagree,"I am completely burnt out, my symptoms won't go away",Yes,Take a non-governmental job not in public health,NA,"Job satisfaction,Lack of acknowledgement / recognition,Lack of support from coworkers,Leadership changeover,Organizational climate / culture,Stress,Work overload / burnout",NA,NA,NA,I am not planning to retire before 2030,Woman,NA,White,NA,55,"High school or equivalent,BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certified in Public Health (CPH),Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,0,NA,Usually,Usually,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Always,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,NA,Very Good,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Job stability,Lack of stress,Opportunities for advancement,Organizational climate / culture,Pride in the organization and its mission,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,37,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other Certification (please specify),"CPC, CPB",No,NA,NA
JSO,Region 3,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",0,13,13,3,Usually,Usually,Usually,Usually,Usually,Usually,Almost Always,Almost Always,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,"Feel like there was a stronger sense of belonging and ""family"" culture as an organization in the past.",Fair,Agree,Disagree,Agree,Disagree,I have one or more symptoms of burnout that won't go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Support from coworkers,Other (please specify)",The clients I work with,I am not planning to retire before 2030,Woman,NA,White,NA,43,MA/MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA,Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Community Health Worker",NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,2,NA,Almost Always,Almost Always,Rarely,Sometimes,Sometimes,Rarely,Almost Always,Always,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Excellent,Agree,Strongly Disagree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Pride in the organization and its mission,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,49,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Community / Population Health,Food Systems / Nutrition,Health Education",NA,Certified Health Education Specialist (CHES or Master CHES),NA,No,NA,NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,0,NA,Usually,Always,Always,Sometimes,Usually,Almost Always,Always,Almost Always,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Good,Agree,Agree,Disagree,Strongly Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Lack of stress",NA,I am not planning to retire before 2030,Woman,NA,White,NA,25,BSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
ZAP,Region 4,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",1,4,5,1,Almost Always,Usually,Usually,Sometimes,Sometimes,Usually,Usually,Almost Always,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,"I feel that some individuals in the building are not very good at working well with others.  It is becoming very difficult to work diligently with the drama that surrounds me sometimes.  There are 3 employees that bulldog, bully and gossip about others as they see fit, and it is absolutely unprofessional and unacceptable, but somehow always continues.",Good,Disagree,Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Mentorship opportunities,Pride in the organization and its mission,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,40,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,Yes,"Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH),Infection Control Certification (CIC),Physical Activity in Public Health Specialist (PAPHS)",NA
HPF,Region 4,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",6,6,6,NA,Sometimes,Always,Always,Always,Sometimes,Always,Always,Always,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Fair,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Remote work policies,Satisfaction with your supervisor",NA,I am not planning to retire before 2030,Woman,NA,"American Indian or Alaska Native,Hispanic or Latino,White",NA,47,DNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN),Other Certification (please specify)",PMHNP,No,NA,NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,Almost Always,Always,Usually,Sometimes,Almost Always,Almost Always,Almost Always,Almost Always,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Fair,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Mentorship opportunities,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,24,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,Yes,"Certified Community Health Worker,Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH),Licensed Clinical Social Worker (LCSW)",NA
JSO,Region 3,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",0,0,5,0,Usually,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Good,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Opportunities for advancement,Pay,Pride in the organization and its mission,Satisfaction with your supervisor,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,38,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,No,NA,NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",3,3,3,NA,Usually,Usually,Usually,Almost Always,Usually,Usually,Usually,Usually,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Good,Agree,Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job stability,Organizational climate / culture,Pay,Pride in the organization and its mission,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,45,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
WGN,Region 3,Small,Tribal Health Department,Executive: member of senior executive service or equivalent,1,10,NA,NA,Almost Always,Sometimes,Always,Usually,Usually,Almost Always,Sometimes,Always,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Very Good,Agree,Disagree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,Exciting and challenging work,NA,I am not planning to retire before 2030,Woman,NA,American Indian or Alaska Native,NA,50,"Other associate degree (please specify),BS/BA,MBA,I am currently pursuing a degree",Business,NA,NA,NA,NA,PhD/ScD/other non-public health doctorate (please specify),NA,NA,NA,NA,DBA-Healthcare Administration,No,NA,NA,Not formally certified,NA,Yes,"Certified in Public Health (CPH),Registered Dietitian (RD)",NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",3,3,9,NA,Usually,Almost Always,Sometimes,Usually,Usually,Almost Always,Usually,Usually,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Fair,Disagree,Strongly Agree,Agree,Disagree,I have one or more symptoms of burnout that won't go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Organizational climate / culture,Pay,Pride in the organization and its mission,Remote work policies,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,34,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,Yes,Licensed Clinical Social Worker (LCSW),NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,4,NA,Almost Always,Almost Always,Usually,Usually,Almost Always,Sometimes,Always,Almost Always,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,NA,Very Good,Agree,Disagree,Strongly Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Job satisfaction,Organizational climate / culture,Pride in the organization and its mission,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,50,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,Yes,Licensed Clinical Social Worker (LCSW),NA
JSO,Region 3,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",4,5,5,1,Always,Almost Always,Always,Almost Always,Sometimes,Always,Almost Always,Almost Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Excellent,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Lack of stress,Opportunities for advancement,Organizational climate / culture,Pay,Pride in the organization and its mission,Remote work policies,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,26,"BS/BA,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,Yes,"Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH)",NA
ZKQ,Region 2,Medium,County Health Department,Executive: member of senior executive service or equivalent,10,10,10,10,Usually,Usually,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Almost Always,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,NA,Fair,Strongly Agree,Agree,Agree,Disagree,I have one or more symptoms of burnout that won't go away,Yes,Leave the workforce,NA,Pay,NA,NA,NA,I am not planning to retire before 2030,Woman,NA,White,NA,40,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,No,NA,NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",13,13,13,NA,Usually,Usually,Usually,Usually,Usually,Almost Always,Usually,Usually,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Fair,Disagree,Disagree,Agree,Disagree,I have one or more symptoms of burnout that won't go away,No,NA,NA,NA,NA,"Exciting and challenging work,Job satisfaction",NA,I am not planning to retire before 2030,Woman,NA,White,NA,55,Other associate degree (please specify),Medical Assistant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,No,NA,NA
ZKQ,Region 2,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,0,NA,Always,Always,Almost Always,Always,Almost Always,Always,Always,Always,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Good,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Job satisfaction,Job stability,Organizational climate / culture,Pay,Pride in the organization and its mission,Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,26,"High school or equivalent,BS/BA,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Environmental Health,Occupational Health",NA,Not formally certified,NA,Yes,Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS),NA
YNM,Region 3,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,4,NA,Almost Always,Almost Always,Always,Usually,Almost Always,Always,Almost Always,Always,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,NA,Good,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job stability,Opportunities for advancement,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your supervisor",NA,I am not planning to retire before 2030,Woman,NA,White,NA,42,"Associate's degree in nursing,I am currently pursuing a degree",NA,NA,NA,NA,NA,BSN,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,Certified in Public Health (CPH),NA
SMA,Region 1,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,12,1,NA,Almost Always,Almost Always,Almost Always,Usually,Sometimes,Almost Always,Always,Almost Always,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,NA,Excellent,Strongly Agree,Strongly Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Flexible work schedule (e.g., flex hours),Job satisfaction,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,57,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,Certified Community Health Worker,NA
VUP,Region 4,Small,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",3,4,4,3,Sometimes,Usually,Rarely,Usually,Rarely,Sometimes,Usually,Usually,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Poor,Disagree,Disagree,Agree,Disagree,I have one or more symptoms of burnout that won't go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Pay,Pride in the organization and its mission,Training opportunities,Unsatisfactory opportunities outside of the agency",NA,I am not planning to retire before 2030,Woman,NA,White,NA,30,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH),Diabetes Educator Certification (CDE),Infection Control Certification (CIC),Laboratory Certification",NA
EUP,Region 2,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",3,8,11,3,Sometimes,Usually,Usually,Always,Almost Always,Sometimes,Usually,Usually,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,"This is a really hard time for our department. We have downsized by a quarter over the last year- mostly due to not hiring vacancies, but there have been a number of lay offs as well. This impacts moral. We have been very reactionary, hoping for the best from a financial standpoint and that lead to less time for transitions and planning. We are rebounding from some of those bigger changes and have some small plans in place to help- like consolidating office areas so there are less empty cubicles and more cohesion, but we shall see.",Good,Strongly Agree,Disagree,Agree,Agree,I have one or more symptoms of burnout that won't go away,Yes,Other (please specify),"undecided, but public health or health related","Job instability (e.g., loss of funding, reduction in force (RIF), layoffs),Stress,Work overload / burnout",NA,NA,NA,I am not planning to retire before 2030,Woman,NA,White,NA,36,BSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certified in Public Health (CPH),NA,Yes,"Nurse certification (RN, LPN, NP, BSN)",NA
