topic,engage_imp,engage_skill
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Not Important,NA
engage_program,Very important,Proficient
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Beginner
engage_program,NA,NA
engage_program,Very important,Beginner
engage_program,NA,NA
engage_program,Somewhat important,NA
engage_program,NA,NA
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Unable to perform
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Beginner
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Not Important,NA
engage_program,NA,NA
engage_program,Very important,Beginner
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Beginner
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,Not Important,NA
engage_program,Moderately important,Beginner
engage_program,Somewhat important,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Beginner
engage_program,NA,NA
engage_program,Somewhat important,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Expert
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Expert
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Beginner
engage_program,Moderately important,Beginner
engage_program,NA,NA
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Beginner
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,Very important,Proficient
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Beginner
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Beginner
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Somewhat important,NA
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Beginner
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Beginner
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,Somewhat important,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Somewhat important,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Beginner
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Expert
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Very important,Proficient
engage_program,NA,NA
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Moderately important,Proficient
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,Not Important,NA
engage_program,NA,NA
engage_program,NA,NA
engage_program,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Expert
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Proficient
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Proficient
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Proficient
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Moderately important,Beginner
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Not Important,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Moderately important,Proficient
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Expert
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Proficient
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Somewhat important,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Moderately important,Proficient
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Moderately important,Beginner
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Proficient
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Moderately important,Proficient
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Proficient
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Moderately important,Beginner
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Proficient
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Somewhat important,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Expert
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Moderately important,Beginner
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Beginner
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Proficient
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,Very important,Proficient
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
ensure_engage,NA,NA
desc_role,NA,NA
desc_role,Moderately important,Beginner
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Moderately important,Beginner
desc_role,Very important,Proficient
desc_role,Somewhat important,NA
desc_role,Very important,Proficient
desc_role,Not Important,NA
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,Moderately important,Beginner
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,Somewhat important,NA
desc_role,Very important,Expert
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,NA,NA
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,NA,NA
desc_role,NA,NA
desc_role,Very important,Beginner
desc_role,Moderately important,Beginner
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,Moderately important,Beginner
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Very important,Beginner
desc_role,Somewhat important,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Very important,Beginner
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Very important,Proficient
desc_role,Very important,Expert
desc_role,Very important,Proficient
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Beginner
desc_role,Very important,Expert
desc_role,Somewhat important,NA
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,NA,NA
desc_role,Very important,Beginner
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,NA,NA
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Beginner
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,NA,NA
desc_role,Moderately important,Beginner
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,Very important,Proficient
desc_role,Moderately important,Expert
desc_role,Very important,Proficient
desc_role,Somewhat important,NA
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Moderately important,Beginner
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,NA,NA
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Very important,Beginner
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Very important,Proficient
desc_role,Very important,Expert
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Moderately important,Beginner
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Very important,Expert
desc_role,NA,NA
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Moderately important,Beginner
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Moderately important,Beginner
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,NA,NA
desc_role,NA,NA
desc_role,Moderately important,Beginner
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Beginner
desc_role,NA,NA
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Very important,Proficient
desc_role,Moderately important,Beginner
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Beginner
desc_role,Moderately important,Proficient
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Very important,Beginner
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Somewhat important,NA
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Beginner
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Somewhat important,NA
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Very important,Expert
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,Very important,Proficient
desc_role,Moderately important,Beginner
desc_role,Very important,Proficient
desc_role,Very important,Unable to perform
desc_role,NA,NA
desc_role,NA,NA
desc_role,Very important,Beginner
desc_role,NA,NA
desc_role,Very important,Beginner
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Moderately important,Beginner
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,Very important,Proficient
desc_role,Very important,Beginner
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Moderately important,Beginner
desc_role,Moderately important,Beginner
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,NA,NA
desc_role,NA,NA
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Very important,Proficient
desc_role,Somewhat important,NA
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Moderately important,Beginner
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Not Important,NA
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Beginner
desc_role,Somewhat important,NA
desc_role,NA,NA
desc_role,NA,NA
desc_role,Moderately important,Beginner
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,Not Important,NA
desc_role,Very important,Expert
desc_role,Moderately important,Expert
desc_role,Very important,Proficient
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Not Important,NA
desc_role,Very important,Beginner
desc_role,NA,NA
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,Not Important,NA
desc_role,Very important,Proficient
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,Somewhat important,NA
desc_role,NA,NA
desc_role,NA,NA
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Expert
desc_role,NA,NA
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Very important,Expert
desc_role,Somewhat important,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,Very important,Proficient
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Moderately important,Beginner
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,Very important,Proficient
