respondent_id,lhj_code,region,size,agency,supervisor_status,domain,topic,imp_rank,skill_rank,section
_116,NDQ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_117,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_118,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_119,KRO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_120,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_121,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_122,ZGF,Region 4,Frontier,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_123,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_124,ZGF,Region 4,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_125,RIP,Region 4,Frontier,County Health Department,Executive,comm,comm_understand,Very important,Beginner,SecA
_126,FHK,Region 1,Frontier,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_127,PRF,Region 4,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_128,NCJ,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_129,WBE,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_130,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_131,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_132,KNN,Region 1,Frontier,County Health Department,Executive,comm,comm_understand,Very important,Proficient,SecA
_133,CYQ,Region 5,Small,Tribal Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_134,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_135,PRF,Region 4,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_136,JZC,Region 3,Frontier,County Health Department,Supervisor,comm,comm_understand,Moderately important,Proficient,SecA
_137,YKE,Region 2,Small,County Health Department,Supervisor,comm,comm_understand,Moderately important,Proficient,SecA
_138,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_139,NCJ,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_140,LQD,Region 4,Small,County Health Department,Supervisor,comm,comm_understand,Moderately important,Beginner,SecA
_141,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_142,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_143,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_144,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_145,HVJ,Region 3,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_146,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_147,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_148,INE,Region 5,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Beginner,SecA
_149,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_150,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_151,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_152,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_153,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_154,EUP,Region 2,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_155,TDK,Region 1,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_156,PRF,Region 4,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_157,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_158,WBW,Region 5,Large,County Health Department,Executive,comm,comm_understand,Very important,Proficient,SecA
_159,RZY,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_160,PRF,Region 4,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_161,DDI,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_162,CKZ,Region 5,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_163,YLZ,Region 4,Medium,County Health Department,Executive,comm,comm_understand,Moderately important,Expert,SecA
_164,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_165,PRF,Region 4,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_166,ZKQ,Region 2,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_167,DDI,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_168,DDI,Region 1,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_169,ACX,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_170,VKQ,Region 2,Frontier,County Health Department,Supervisor,comm,comm_understand,Somewhat important,NA,SecA
_171,ACX,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_172,ACX,Region 2,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_173,YNM,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_174,YKE,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_175,YKE,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_176,JSO,Region 3,Large,County Health Department,Executive,comm,comm_understand,Very important,Expert,SecA
_177,EUP,Region 2,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_178,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_179,ACX,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_180,YKE,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_181,DDI,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_182,HVJ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_183,DDI,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_184,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_185,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_186,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_187,ZAP,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_188,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_189,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_190,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_191,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_192,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_193,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_194,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_195,EUP,Region 2,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_196,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_197,XHF,Region 2,Small,Tribal Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_198,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_199,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_200,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_201,YLZ,Region 4,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_202,GMU,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_203,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_204,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_205,GMU,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_206,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_207,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_208,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_209,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_210,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_211,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_212,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_213,HPF,Region 4,Large,County Health Department,Executive,comm,comm_understand,Very important,Proficient,SecA
_214,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_215,JMO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_216,JMO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_217,JMO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_218,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_219,YOH,Region 1,Frontier,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_220,LVI,Region 4,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_221,LVI,Region 4,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_222,ZAP,Region 4,Large,County Health Department,Executive,comm,comm_understand,Very important,Proficient,SecA
_223,LVI,Region 4,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_224,IWH,Region 5,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_225,DDI,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_226,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_227,IWH,Region 5,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_228,IWH,Region 5,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_229,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_230,IWH,Region 5,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_231,IWH,Region 5,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_232,IWH,Region 5,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_233,IWH,Region 5,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_234,LVI,Region 4,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_235,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_236,DDI,Region 1,Medium,County Health Department,Executive,comm,comm_understand,Moderately important,Proficient,SecA
_237,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_238,ZAP,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Somewhat important,NA,SecA
_239,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_240,OXR,Region 2,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_241,OXR,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_242,OXR,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_243,IAB,Region 4,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Beginner,SecA
_244,GMU,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_245,IWH,Region 5,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_246,IWH,Region 5,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_247,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Somewhat important,NA,SecA
_248,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Moderately important,Beginner,SecA
_249,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_250,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_251,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_252,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_253,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_254,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_255,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_256,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_257,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_258,ZAP,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_259,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_260,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_261,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Moderately important,Proficient,SecA
_262,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_263,WGN,Region 3,Small,Tribal Health Department,Executive,comm,comm_understand,Very important,Proficient,SecA
_264,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_265,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_266,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_267,ZKQ,Region 2,Medium,County Health Department,Executive,comm,comm_understand,Very important,Beginner,SecA
_268,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_269,ZKQ,Region 2,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_270,YNM,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_271,SMA,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_272,VUP,Region 4,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_273,EUP,Region 2,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_274,LVI,Region 4,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_275,ZKQ,Region 2,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_276,SMA,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_277,VUP,Region 4,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_278,SMA,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_279,HVJ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_280,EUP,Region 2,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_281,RZY,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_282,INE,Region 5,Medium,County Health Department,Executive,comm,comm_understand,Very important,Expert,SecA
_283,EUP,Region 2,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_284,EUP,Region 2,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_285,INE,Region 5,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_286,EUP,Region 2,Large,County Health Department,Executive,comm,comm_understand,Very important,Proficient,SecA
_287,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_288,HVJ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_289,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_290,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_291,KNN,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_292,VUP,Region 4,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_293,OES,Region 4,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_294,HVJ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_295,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_296,JSO,Region 3,Large,County Health Department,Executive,comm,comm_understand,Very important,Expert,SecA
_297,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_298,SMA,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_299,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_300,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_301,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_302,OXR,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_303,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_304,IWH,Region 5,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_305,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_306,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_307,HPF,Region 4,Large,County Health Department,Executive,comm,comm_understand,Very important,Proficient,SecA
_308,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_309,HPF,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Somewhat important,NA,SecA
_310,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_311,HPF,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Moderately important,Proficient,SecA
_312,JIK,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_313,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_314,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_315,NDQ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_316,HPF,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_317,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_318,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_319,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_320,ZKQ,Region 2,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_321,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_322,INE,Region 5,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Beginner,SecA
_323,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_324,ZAP,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_325,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_326,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_327,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_328,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Expert,SecA
_329,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_330,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_331,OES,Region 4,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_332,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_333,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_334,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_335,WBE,Region 1,Frontier,County Health Department,Supervisor,comm,comm_understand,Moderately important,Proficient,SecA
_336,ZKQ,Region 2,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_337,HPF,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_338,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_339,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_340,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_341,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_342,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_343,FHK,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_344,VUP,Region 4,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_345,JSO,Region 3,Large,County Health Department,Executive,comm,comm_understand,Moderately important,Proficient,SecA
_346,INE,Region 5,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_347,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_348,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_349,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_350,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_351,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_352,EUP,Region 2,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Beginner,SecA
_353,HVJ,Region 3,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_354,IAB,Region 4,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_355,QLZ,Region 1,Frontier,County Health Department,Supervisor,comm,comm_understand,Somewhat important,NA,SecA
_356,QLZ,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_357,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_358,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_359,ZKQ,Region 2,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_360,CKZ,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_361,PLV,Region 2,Frontier,Tribal Health Department,Executive,comm,comm_understand,Very important,Expert,SecA
_362,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_363,HPF,Region 4,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_364,QLZ,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_365,STW,Region 5,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_366,QLZ,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_367,CKZ,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_368,CKZ,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_369,CKZ,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_370,OUG,Region 3,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_371,MVU,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_372,MVU,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_373,MVU,Region 2,Small,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_374,IWH,Region 5,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_375,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_376,KNN,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_377,KNA,Region 5,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_378,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_379,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_380,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_381,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_382,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_383,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_384,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_385,KNA,Region 5,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_386,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_387,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_388,KNA,Region 5,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_389,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_390,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_391,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_392,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_393,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_394,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_395,KNA,Region 5,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_396,KNA,Region 5,Large,County Health Department,Executive,comm,comm_understand,Very important,Expert,SecA
_397,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_398,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_399,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_400,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
